gene,gene_url,gene_url_lynx,gene_url_ucsc
CHRNA2,https://www.dbdb.urmc.rochester.edu/genes/CHRNA2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CHRNA2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CHRNA2
CHRNA4,https://www.dbdb.urmc.rochester.edu/genes/CHRNA4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CHRNA4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CHRNA4
CHRNB2,https://www.dbdb.urmc.rochester.edu/genes/CHRNB2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CHRNB2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CHRNB2
CNTN2,https://www.dbdb.urmc.rochester.edu/genes/CNTN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CNTN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CNTN2
CNTNAP2,https://www.dbdb.urmc.rochester.edu/genes/CNTNAP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CNTNAP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CNTNAP2
COG7,https://www.dbdb.urmc.rochester.edu/genes/COG7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COG7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COG7
COG8,https://www.dbdb.urmc.rochester.edu/genes/COG8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COG8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COG8
COL18A1,https://www.dbdb.urmc.rochester.edu/genes/COL18A1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COL18A1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COL18A1
COL4A1,https://www.dbdb.urmc.rochester.edu/genes/COL4A1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COL4A1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COL4A1
COL4A2,https://www.dbdb.urmc.rochester.edu/genes/COL4A2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COL4A2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COL4A2
COX20,https://www.dbdb.urmc.rochester.edu/genes/COX20?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COX20,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COX20
CRB1,https://www.dbdb.urmc.rochester.edu/genes/CRB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CRB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CRB1
CRBN,https://www.dbdb.urmc.rochester.edu/genes/CRBN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CRBN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CRBN
CREBBP,https://www.dbdb.urmc.rochester.edu/genes/CREBBP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CREBBP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CREBBP
CRX,https://www.dbdb.urmc.rochester.edu/genes/CRX?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CRX,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CRX
CTCF,https://www.dbdb.urmc.rochester.edu/genes/CTCF?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CTCF,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CTCF
CTNND2,https://www.dbdb.urmc.rochester.edu/genes/CTNND2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CTNND2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CTNND2
CUL4B,https://www.dbdb.urmc.rochester.edu/genes/CUL4B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CUL4B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CUL4B
DAB1,https://www.dbdb.urmc.rochester.edu/genes/DAB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DAB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DAB1
DAG1,https://www.dbdb.urmc.rochester.edu/genes/DAG1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DAG1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DAG1
DCDC2,https://www.dbdb.urmc.rochester.edu/genes/DCDC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DCDC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DCDC2
DCHS1,https://www.dbdb.urmc.rochester.edu/genes/DCHS1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DCHS1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DCHS1
DCX,https://www.dbdb.urmc.rochester.edu/genes/DCX?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DCX,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DCX
DDB2,https://www.dbdb.urmc.rochester.edu/genes/DDB2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DDB2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DDB2
DEPDC5,https://www.dbdb.urmc.rochester.edu/genes/DEPDC5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DEPDC5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DEPDC5
DHCR7,https://www.dbdb.urmc.rochester.edu/genes/DHCR7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DHCR7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DHCR7
DISC1,https://www.dbdb.urmc.rochester.edu/genes/DISC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DISC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DISC1
DLG3,https://www.dbdb.urmc.rochester.edu/genes/DLG3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DLG3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DLG3
DMD,https://www.dbdb.urmc.rochester.edu/genes/DMD?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DMD,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DMD
DMPK,https://www.dbdb.urmc.rochester.edu/genes/DMPK?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DMPK,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DMPK
DNM1,https://www.dbdb.urmc.rochester.edu/genes/DNM1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DNM1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DNM1
DNMT3A,https://www.dbdb.urmc.rochester.edu/genes/DNMT3A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DNMT3A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DNMT3A
DOCK7,https://www.dbdb.urmc.rochester.edu/genes/DOCK7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DOCK7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DOCK7
DPAGT1,https://www.dbdb.urmc.rochester.edu/genes/DPAGT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DPAGT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DPAGT1
DPM1,https://www.dbdb.urmc.rochester.edu/genes/DPM1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DPM1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DPM1
DYM,https://www.dbdb.urmc.rochester.edu/genes/DYM?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DYM,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DYM
DYNC1H1,https://www.dbdb.urmc.rochester.edu/genes/DYNC1H1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DYNC1H1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DYNC1H1
DYRK1A,https://www.dbdb.urmc.rochester.edu/genes/DYRK1A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DYRK1A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DYRK1A
EEF1A2,https://www.dbdb.urmc.rochester.edu/genes/EEF1A2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EEF1A2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EEF1A2
EFTUD2,https://www.dbdb.urmc.rochester.edu/genes/EFTUD2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EFTUD2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EFTUD2
EHMT1,https://www.dbdb.urmc.rochester.edu/genes/EHMT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EHMT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EHMT1
EIF2AK3,https://www.dbdb.urmc.rochester.edu/genes/EIF2AK3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EIF2AK3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EIF2AK3
EP300,https://www.dbdb.urmc.rochester.edu/genes/EP300?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EP300,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EP300
ERCC1,https://www.dbdb.urmc.rochester.edu/genes/ERCC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC1
ERCC2,https://www.dbdb.urmc.rochester.edu/genes/ERCC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC2
ERCC3,https://www.dbdb.urmc.rochester.edu/genes/ERCC3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC3
ERCC4,https://www.dbdb.urmc.rochester.edu/genes/ERCC4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC4
ERCC5,https://www.dbdb.urmc.rochester.edu/genes/ERCC5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC5
ERCC6,https://www.dbdb.urmc.rochester.edu/genes/ERCC6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC6
ERCC8,https://www.dbdb.urmc.rochester.edu/genes/ERCC8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERCC8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERCC8
ERLIN2,https://www.dbdb.urmc.rochester.edu/genes/ERLIN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ERLIN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ERLIN2
EXOSC3,https://www.dbdb.urmc.rochester.edu/genes/EXOSC3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EXOSC3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EXOSC3
EZH2,https://www.dbdb.urmc.rochester.edu/genes/EZH2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=EZH2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=EZH2
FAT4,https://www.dbdb.urmc.rochester.edu/genes/FAT4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FAT4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FAT4
FBXO31,https://www.dbdb.urmc.rochester.edu/genes/FBXO31?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FBXO31,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FBXO31
FGFR2,https://www.dbdb.urmc.rochester.edu/genes/FGFR2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FGFR2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FGFR2
FGFR3,https://www.dbdb.urmc.rochester.edu/genes/FGFR3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FGFR3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FGFR3
FH,https://www.dbdb.urmc.rochester.edu/genes/FH?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FH,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FH
FIG4,https://www.dbdb.urmc.rochester.edu/genes/FIG4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FIG4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FIG4
FKRP,https://www.dbdb.urmc.rochester.edu/genes/FKRP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FKRP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FKRP
FKTN,https://www.dbdb.urmc.rochester.edu/genes/FKTN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FKTN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FKTN
FLNA,https://www.dbdb.urmc.rochester.edu/genes/FLNA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FLNA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FLNA
FMR1,https://www.dbdb.urmc.rochester.edu/genes/FMR1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FMR1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FMR1
FOXC1,https://www.dbdb.urmc.rochester.edu/genes/FOXC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FOXC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FOXC1
FOXE3,https://www.dbdb.urmc.rochester.edu/genes/FOXE3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FOXE3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FOXE3
FOXG1,https://www.dbdb.urmc.rochester.edu/genes/FOXG1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FOXG1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FOXG1
FOXH1,https://www.dbdb.urmc.rochester.edu/genes/FOXH1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FOXH1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FOXH1
FOXP1,https://www.dbdb.urmc.rochester.edu/genes/FOXP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FOXP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FOXP1
FOXP2,https://www.dbdb.urmc.rochester.edu/genes/FOXP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FOXP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FOXP2
FRAS1,https://www.dbdb.urmc.rochester.edu/genes/FRAS1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FRAS1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FRAS1
FREM2,https://www.dbdb.urmc.rochester.edu/genes/FREM2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FREM2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FREM2
FTSJ1,https://www.dbdb.urmc.rochester.edu/genes/FTSJ1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FTSJ1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FTSJ1
GABRA1,https://www.dbdb.urmc.rochester.edu/genes/GABRA1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GABRA1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GABRA1
GABRB3,https://www.dbdb.urmc.rochester.edu/genes/GABRB3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GABRB3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GABRB3
GABRD,https://www.dbdb.urmc.rochester.edu/genes/GABRD?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GABRD,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GABRD
GABRG2,https://www.dbdb.urmc.rochester.edu/genes/GABRG2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GABRG2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GABRG2
GCSH,https://www.dbdb.urmc.rochester.edu/genes/GCSH?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GCSH,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GCSH
GDF3,https://www.dbdb.urmc.rochester.edu/genes/GDF3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GDF3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GDF3
GDI1,https://www.dbdb.urmc.rochester.edu/genes/GDI1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GDI1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GDI1
GJA1,https://www.dbdb.urmc.rochester.edu/genes/GJA1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GJA1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GJA1
GJB1,https://www.dbdb.urmc.rochester.edu/genes/GJB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GJB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GJB1
GJB2,https://www.dbdb.urmc.rochester.edu/genes/GJB2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GJB2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GJB2
GJB6,https://www.dbdb.urmc.rochester.edu/genes/GJB6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GJB6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GJB6
GLDC,https://www.dbdb.urmc.rochester.edu/genes/GLDC?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GLDC,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GLDC
GLI2,https://www.dbdb.urmc.rochester.edu/genes/GLI2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GLI2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GLI2
GLRA1,https://www.dbdb.urmc.rochester.edu/genes/GLRA1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GLRA1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GLRA1
GLRB,https://www.dbdb.urmc.rochester.edu/genes/GLRB?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GLRB,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GLRB
GNAO1,https://www.dbdb.urmc.rochester.edu/genes/GNAO1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GNAO1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GNAO1
GPC3,https://www.dbdb.urmc.rochester.edu/genes/GPC3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GPC3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GPC3
GPC4,https://www.dbdb.urmc.rochester.edu/genes/GPC4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GPC4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GPC4
GPHN,https://www.dbdb.urmc.rochester.edu/genes/GPHN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GPHN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GPHN
GPR56,https://www.dbdb.urmc.rochester.edu/genes/GPR56?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GPR56,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GPR56
GPSM2,https://www.dbdb.urmc.rochester.edu/genes/GPSM2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GPSM2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GPSM2
GPT2,https://www.dbdb.urmc.rochester.edu/genes/GPT2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GPT2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GPT2
GRIA3,https://www.dbdb.urmc.rochester.edu/genes/GRIA3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GRIA3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GRIA3
GRID2,https://www.dbdb.urmc.rochester.edu/genes/GRID2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GRID2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GRID2
GRIK2,https://www.dbdb.urmc.rochester.edu/genes/GRIK2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GRIK2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GRIK2
GRIN1,https://www.dbdb.urmc.rochester.edu/genes/GRIN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GRIN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GRIN1
GRIN2A,https://www.dbdb.urmc.rochester.edu/genes/GRIN2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GRIN2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GRIN2A
GRIN2B,https://www.dbdb.urmc.rochester.edu/genes/GRIN2B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GRIN2B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GRIN2B
GRIP1,https://www.dbdb.urmc.rochester.edu/genes/GRIP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GRIP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GRIP1
GTDC2,https://www.dbdb.urmc.rochester.edu/genes/GTDC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GTDC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GTDC2
GUCY2D,https://www.dbdb.urmc.rochester.edu/genes/GUCY2D?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GUCY2D,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GUCY2D
HCCS,https://www.dbdb.urmc.rochester.edu/genes/HCCS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HCCS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HCCS
HCN1,https://www.dbdb.urmc.rochester.edu/genes/HCN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HCN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HCN1
HESX1,https://www.dbdb.urmc.rochester.edu/genes/HESX1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HESX1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HESX1
HPCA,https://www.dbdb.urmc.rochester.edu/genes/HPCA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=HPCA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=HPCA
