phenotype,gene,gene_chromosome,gene_inheritence,syndrome,phenotype_description,phenotype_name,phenotype_url,gene_url,gene_url_lynx,gene_url_ucsc,syndrome_features,syndrome_inheritence,syndrome_name,syndrome_synonyms,syndrome_url
CMIC,CASC5,3,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CASC5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CASC5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CASC5,,,,,
CMIC,CDK5RAP2,1,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CDK5RAP2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CDK5RAP2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CDK5RAP2,,,,,
CMIC,CDK6,2,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CDK6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CDK6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CDK6,,,,,
CMIC,CENPF,3,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CENPF?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CENPF,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CENPF,,,,,
CMIC,CENPJ,2,AR,Seckel,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CENPJ?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CENPJ,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CENPJ,"Severe intrauterine and postnatal growth deficiency, abnormal facial features (large eyes, beaklike nose, narrow face, receding jaw) and variable intellectual disability. Some affected individuals have various types of myelodysplasia (pancytopenia, acute myeloid leukemia). Brain imaging findings include microcephaly with simplified gyral pattern.",AR,Seckel syndrome,"Bird-headed dwarfism, Nanocephalic dwarfism, Microcephalic primordial dwarfism",https://www.dbdb.urmc.rochester.edu/syndromes/Seckel?content-type=text/html
CMIC,CEP135,2,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP135?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP135,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP135,,,,,
CMIC,CEP152,2,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP152?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP152,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP152,,,,,
CMIC,CEP63,3,AR,Seckel,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/CEP63?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=CEP63,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=CEP63,"Severe intrauterine and postnatal growth deficiency, abnormal facial features (large eyes, beaklike nose, narrow face, receding jaw) and variable intellectual disability. Some affected individuals have various types of myelodysplasia (pancytopenia, acute myeloid leukemia). Brain imaging findings include microcephaly with simplified gyral pattern.",AR,Seckel syndrome,"Bird-headed dwarfism, Nanocephalic dwarfism, Microcephalic primordial dwarfism",https://www.dbdb.urmc.rochester.edu/syndromes/Seckel?content-type=text/html
CMIC,KAT6A,2,AD/de novo,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KAT6A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KAT6A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KAT6A,,,,,
CMIC,KATNB1,2,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KATNB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KATNB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KATNB1,,,,,
CMIC,KIF14,3,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/KIF14?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=KIF14,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=KIF14,,,,,
CMIC,MCPH1,1,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/MCPH1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=MCPH1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=MCPH1,,,,,
CMIC,NDE1,2,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/NDE1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=NDE1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=NDE1,,,,,
CMIC,PCNT,1,AR,MOPD 2,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/PCNT?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PCNT,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PCNT,,,,,
CMIC,PNKP,2,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/PNKP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=PNKP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=PNKP,,,,,
CMIC,RGS6,3,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/RGS6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=RGS6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=RGS6,,,,,
CMIC,SLC25A19,2,AR,Amish_MIC,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/SLC25A19?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC25A19,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC25A19,Severe congenital microcephaly,AR,Amish microcephaly,,https://www.dbdb.urmc.rochester.edu/syndromes/Amish_MIC?content-type=text/html
CMIC,SPOCK1,3,AD/de novo,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/SPOCK1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SPOCK1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SPOCK1,,,,,
CMIC,SSR4,3,XL,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/SSR4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SSR4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SSR4,,,,,
CMIC,STAMBP,2,AR,MIC_CAP,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/STAMBP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STAMBP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STAMBP,"Progressive microcephaly, infant-onset epilepsy including infantile spasms",AR,Microcephaly capillary malformation syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/MIC_CAP?content-type=text/html
CMIC,STIL,1,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/STIL?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STIL,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STIL,,,,,
CMIC,TRMT10A,3,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/TRMT10A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TRMT10A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TRMT10A,,,,,
CMIC,WDR4,3,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/WDR4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WDR4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WDR4,,,,,
CMIC,WDR62,1,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/WDR62?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WDR62,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WDR62,,,,,
CMIC,WWOX,3,AR,,Microcephaly: head circumference (or occipitofrontal circumference; OFC) less than 3 standard deviations below the mean at birth,Congenital microcephaly,https://www.dbdb.urmc.rochester.edu/phenotypes/CMIC?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/WWOX?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WWOX,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WWOX,,,,,
COB,ATP6V0A2,1,AR,CDG_II,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/ATP6V0A2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ATP6V0A2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ATP6V0A2,,AR,Congenital disorder of glycosylation type II,,https://www.dbdb.urmc.rochester.edu/syndromes/CDG_II?content-type=text/html
COB,B3GALNT2,3,AR,WWS,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/B3GALNT2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=B3GALNT2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=B3GALNT2,"Congenital muscular dystrophy, congenital contractures (usually at the elbows), severe CNS dysgenesis (cobblestone malformation, pontine hypoplasia, Dandy-Walker malformation), eye malformations (including coarse trabecular meshwork in anterior chamber resulting in glaucoma, progressive retinal atrophy, congenital or juvenile cataracts, microphthalmia, buphthalmus, Peter anomaly)",AR,Walker-Warburg syndrome,"HARD Syndrome (Hydrocephalus, Agyria, and Retinal Dysplasia), Cerebroocular dysgenesis, Cerebroocular dysplasia-muscular dystrophy syndrome",https://www.dbdb.urmc.rochester.edu/syndromes/WWS?content-type=text/html
COB,B3GALNT2,3,AR,MEB,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/B3GALNT2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=B3GALNT2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=B3GALNT2,"Congenital muscular dystrophy, cobblestone brain malformation, ocular abnormalities",AR,Muscle-eye-brain syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/MEB?content-type=text/html
COB,B3GNT1,3,AR,WWS,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/B3GNT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=B3GNT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=B3GNT1,"Congenital muscular dystrophy, congenital contractures (usually at the elbows), severe CNS dysgenesis (cobblestone malformation, pontine hypoplasia, Dandy-Walker malformation), eye malformations (including coarse trabecular meshwork in anterior chamber resulting in glaucoma, progressive retinal atrophy, congenital or juvenile cataracts, microphthalmia, buphthalmus, Peter anomaly)",AR,Walker-Warburg syndrome,"HARD Syndrome (Hydrocephalus, Agyria, and Retinal Dysplasia), Cerebroocular dysgenesis, Cerebroocular dysplasia-muscular dystrophy syndrome",https://www.dbdb.urmc.rochester.edu/syndromes/WWS?content-type=text/html
COB,B3GNT1,3,AR,MEB,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/B3GNT1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=B3GNT1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=B3GNT1,"Congenital muscular dystrophy, cobblestone brain malformation, ocular abnormalities",AR,Muscle-eye-brain syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/MEB?content-type=text/html
COB,COG7,2,AR,CDG_II,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/COG7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COG7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COG7,,AR,Congenital disorder of glycosylation type II,,https://www.dbdb.urmc.rochester.edu/syndromes/CDG_II?content-type=text/html
COB,COG8,2,AR,CDG_IIh,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/COG8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=COG8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=COG8,"Severe psychomotor delay, hypotonia, seizures, esotropia, failure to thrive, and progressive microcephaly",AR,Congenital disorder of glycosylation type IIh,,https://www.dbdb.urmc.rochester.edu/syndromes/CDG_IIh?content-type=text/html
COB,DAG1,2,AR,,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/DAG1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=DAG1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=DAG1,,,,,
COB,FKRP,1,AR,WWS,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/FKRP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FKRP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FKRP,"Congenital muscular dystrophy, congenital contractures (usually at the elbows), severe CNS dysgenesis (cobblestone malformation, pontine hypoplasia, Dandy-Walker malformation), eye malformations (including coarse trabecular meshwork in anterior chamber resulting in glaucoma, progressive retinal atrophy, congenital or juvenile cataracts, microphthalmia, buphthalmus, Peter anomaly)",AR,Walker-Warburg syndrome,"HARD Syndrome (Hydrocephalus, Agyria, and Retinal Dysplasia), Cerebroocular dysgenesis, Cerebroocular dysplasia-muscular dystrophy syndrome",https://www.dbdb.urmc.rochester.edu/syndromes/WWS?content-type=text/html
COB,FKRP,1,AR,MEB,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/FKRP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FKRP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FKRP,"Congenital muscular dystrophy, cobblestone brain malformation, ocular abnormalities",AR,Muscle-eye-brain syndrome,,https://www.dbdb.urmc.rochester.edu/syndromes/MEB?content-type=text/html
COB,FKTN,1,AR,WWS,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/FKTN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FKTN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FKTN,"Congenital muscular dystrophy, congenital contractures (usually at the elbows), severe CNS dysgenesis (cobblestone malformation, pontine hypoplasia, Dandy-Walker malformation), eye malformations (including coarse trabecular meshwork in anterior chamber resulting in glaucoma, progressive retinal atrophy, congenital or juvenile cataracts, microphthalmia, buphthalmus, Peter anomaly)",AR,Walker-Warburg syndrome,"HARD Syndrome (Hydrocephalus, Agyria, and Retinal Dysplasia), Cerebroocular dysgenesis, Cerebroocular dysplasia-muscular dystrophy syndrome",https://www.dbdb.urmc.rochester.edu/syndromes/WWS?content-type=text/html
COB,FKTN,1,AR,Fukuyama,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/FKTN?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=FKTN,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=FKTN,"Severe hypotonia and generalized muscle weakness, cobblestone malformation, contractures of extremities, myopathic facies",AR,Fukuyama congenital muscular dystrophy,,https://www.dbdb.urmc.rochester.edu/syndromes/Fukuyama?content-type=text/html
COB,GPR56,1,AR,,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/GPR56?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GPR56,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GPR56,,,,,
COB,GTDC2,3,AR,WWS,"Severe malformation of the basement membrane and neuronal migration consisting of cobblestone cortex, abnormal white matter, enlarged ventricles (often with hydrocephalus), small brain stem and small dysplastic cerebellum. In the most severely affected patients the brain surface is smooth, which led to the designation as lissencephaly, although less severe cobblestone malformations have an irregular, pebbled surface rather than a smooth surface.",Cobblestone malformation,https://www.dbdb.urmc.rochester.edu/phenotypes/COB?content-type=text/html,https://www.dbdb.urmc.rochester.edu/genes/GTDC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=GTDC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=GTDC2,"Congenital muscular dystrophy, congenital contractures (usually at the elbows), severe CNS dysgenesis (cobblestone malformation, pontine hypoplasia, Dandy-Walker malformation), eye malformations (including coarse trabecular meshwork in anterior chamber resulting in glaucoma, progressive retinal atrophy, congenital or juvenile cataracts, microphthalmia, buphthalmus, Peter anomaly)",AR,Walker-Warburg syndrome,"HARD Syndrome (Hydrocephalus, Agyria, and Retinal Dysplasia), Cerebroocular dysgenesis, Cerebroocular dysplasia-muscular dystrophy syndrome",https://www.dbdb.urmc.rochester.edu/syndromes/WWS?content-type=text/html
